facility_id,facility_name,state,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_HF,MORT_30_PN,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_5_A_P,H_COMP_6_Y_P,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_RECMND_DY,READM_30_AMI,READM_30_HF,READM_30_PN,composite_satisfaction_score,performance_tier,satisfaction_tier,IMM_3,OP_18a,OP_18b,OP_22,OP_23,avg_er_wait_minutes,er_inefficiency_flag
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,NV,Acute Care Hospitals,Proprietary,Yes,2.0,3.1,13.3,12.5,18.0,64.0,69.0,69.0,51.0,79.0,59.0,53.0,59.0,13.3,18.8,17.4,62.88,Low Performer,Medium,42.0,172.0,167.0,0.0,,167.0,0
290057,HENDERSON HOSPITAL,NV,Acute Care Hospitals,Proprietary,Yes,2.0,4.1,12.6,10.6,14.3,72.0,69.0,67.0,54.0,79.0,60.0,51.0,61.0,14.7,22.4,16.6,64.12,Low Performer,Medium,51.0,166.0,163.0,0.0,,163.0,0
290058,SAINT ROSE DOMINICAN HOSPITALS - NORTH LAS VEGAS,NV,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,14.3,73.0,85.0,85.0,77.0,93.0,88.0,79.0,87.0,13.6,19.6,16.6,83.38,Average,High,72.0,96.0,92.0,1.0,50.0,92.0,0
290062,WEST HENDERSON HOSPITAL,NV,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,57.0,158.0,158.0,,,158.0,0
291300,MOUNT GRANT GENERAL HOSPITAL,NV,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,99.0,87.0,84.0,1.0,,84.0,0
291301,INCLINE VILLAGE COMMUNITY HOSPITAL,NV,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,92.0,88.0,83.0,1.0,,83.0,0
291302,WILLIAM BEE RIRIE HOSPITAL,NV,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,69.0,76.0,70.0,46.0,84.0,58.0,65.0,58.0,13.6,19.6,15.9,65.75,Average,Medium,77.0,247.0,190.0,2.0,,190.0,0
291303,BATTLE MOUNTAIN GENERAL HOSPITAL,NV,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,85.0,123.0,114.0,1.0,,114.0,0
291304,PERSHING GENERAL HOSPITAL,NV,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,78.0,135.0,114.0,1.0,,114.0,0
291306,CARSON VALLEY HEALTH,NV,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5.0,3.5,12.1,12.0,12.5,87.0,86.0,82.0,69.0,90.0,83.0,62.0,83.0,13.6,19.9,15.5,80.25,High Performer,High,78.0,150.0,144.0,2.0,,144.0,0
291307,MESA VIEW REGIONAL HOSPITAL,NV,Critical Access Hospitals,Proprietary,Yes,2.0,3.5,12.1,10.5,22.8,69.0,74.0,77.0,61.0,87.0,59.0,54.0,56.0,13.6,20.2,16.5,67.12,Low Performer,Medium,25.0,144.0,139.0,0.0,,139.0,0
291308,HUMBOLDT GENERAL HOSPITAL,NV,Critical Access Hospitals,Government - Hospital District or Authority,Yes,2.0,3.5,12.1,11.9,19.7,74.0,78.0,74.0,61.0,83.0,70.0,52.0,49.0,13.6,19.1,16.2,67.62,Low Performer,Medium,48.0,122.0,119.0,1.0,,119.0,0
291309,BOULDER CITY HOSPITAL,NV,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,52.0,106.0,107.0,1.0,,107.0,0
291311,DESERT VIEW HOSPITAL,NV,Critical Access Hospitals,Proprietary,Yes,2.0,3.5,12.1,10.9,17.8,74.0,72.0,62.0,55.0,74.0,63.0,58.0,55.0,13.6,20.7,17.1,64.12,Low Performer,Medium,88.0,180.0,160.0,1.0,,160.0,0
291312,GROVER C DILS MEDICAL CENTER,NV,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,20.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,77.0,167.0,161.0,0.0,,161.0,0
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,NV,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,13.2,20.2,86.0,83.0,84.0,68.0,86.0,72.0,58.0,71.0,13.6,20.1,18.2,76.0,Low Performer,High,88.0,130.0,124.0,1.0,91.0,124.0,0
291314,SOUTH LYON MEDICAL CENTER,NV,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,41.0,100.0,99.0,1.0,,99.0,0
294000,DINI-TOWNSEND HOSPITAL AT NNMH,NV,Psychiatric,Government - State,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,NV,Psychiatric,Government - State,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
294010,SPRING MOUNTAIN SAHARA,NV,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
294011,SPRING MOUNTAIN TREATMENT CENTER,NV,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
294012,SEVEN HILLS HOSPITAL,NV,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
294013,"DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL, LLC",NV,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
294015,"RENO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",NV,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
294016,"THRIVE BEHAVIORAL HOSPITAL, LLC",NV,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
300001,CONCORD HOSPITAL,NH,Acute Care Hospitals,Voluntary non-profit - Private,No,3.0,3.3,12.2,13.6,16.5,61.0,79.0,79.0,61.0,89.0,70.0,48.0,74.0,12.9,21.5,15.5,70.12,Average,Medium,86.0,248.0,245.0,5.0,52.0,245.0,0
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,4.5,11.6,10.5,14.8,70.0,78.0,79.0,60.0,87.0,72.0,46.0,78.0,13.8,18.1,17.0,71.25,Average,Medium,96.0,276.0,266.0,1.0,,266.0,0
300005,CONCORD HOSPITAL- LACONIA,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,10.8,13.2,15.4,60.0,79.0,80.0,58.0,88.0,65.0,52.0,62.0,13.6,18.8,15.6,68.0,Average,Medium,85.0,192.0,187.0,4.0,56.0,187.0,0
300011,ST JOSEPH HOSPITAL,NH,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4.0,3.0,12.4,13.3,19.5,72.0,80.0,76.0,62.0,85.0,70.0,53.0,70.0,14.0,18.8,14.5,71.0,High Performer,Medium,96.0,208.0,204.0,4.0,,204.0,0
300012,ELLIOT HOSPITAL,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.0,13.8,13.4,17.0,61.0,82.0,81.0,61.0,87.0,70.0,42.0,79.0,13.5,18.5,16.4,70.38,Low Performer,Medium,94.0,287.0,283.0,11.0,60.0,283.0,0
300014,FRISBIE MEMORIAL HOSPITAL,NH,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,13.0,15.0,86.0,84.0,77.0,67.0,93.0,78.0,59.0,71.0,13.6,19.8,16.5,76.88,Average,High,57.0,152.0,136.0,1.0,92.0,136.0,0
300017,PARKLAND MEDICAL CENTER,NH,Acute Care Hospitals,Proprietary,Yes,4.0,3.5,10.7,9.4,11.7,76.0,81.0,73.0,61.0,86.0,65.0,49.0,61.0,14.0,20.4,15.9,69.0,High Performer,Medium,59.0,128.0,120.0,1.0,59.0,120.0,0
300018,WENTWORTH-DOUGLASS HOSPITAL,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.4,11.4,10.8,16.7,71.0,81.0,81.0,63.0,92.0,77.0,52.0,82.0,13.6,19.1,17.9,74.88,High Performer,Medium,98.0,235.0,232.0,2.0,84.0,232.0,0
300019,CHESHIRE MEDICAL CENTER,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,11.2,11.2,16.2,65.0,77.0,77.0,61.0,88.0,65.0,42.0,67.0,13.5,18.3,16.1,67.75,High Performer,Medium,94.0,228.0,224.0,3.0,55.0,224.0,0
300020,SOUTHERN NH MEDICAL CENTER,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.9,13.4,10.0,14.2,66.0,78.0,77.0,56.0,86.0,68.0,48.0,70.0,14.2,18.7,14.5,68.62,Low Performer,Medium,95.0,218.0,217.0,5.0,25.0,217.0,0
300023,EXETER HOSPITAL INC,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.2,12.5,16.2,63.0,80.0,79.0,64.0,89.0,71.0,47.0,71.0,13.0,18.6,15.1,70.5,High Performer,Medium,96.0,209.0,204.0,3.0,64.0,204.0,0
300029,PORTSMOUTH REGIONAL HOSPITAL,NH,Acute Care Hospitals,Proprietary,Yes,3.0,4.2,11.2,13.6,16.5,75.0,77.0,76.0,58.0,85.0,66.0,47.0,68.0,13.6,21.6,15.8,69.0,Average,Medium,55.0,136.0,135.0,1.0,,135.0,0
300034,CATHOLIC MEDICAL CENTER,NH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.7,11.0,8.0,12.3,69.0,82.0,79.0,61.0,89.0,70.0,54.0,69.0,12.7,19.7,15.8,71.62,High Performer,Medium,97.0,220.0,216.0,1.0,21.0,216.0,0
301300,UPPER CONNECTICUT VALLEY HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,96.0,94.0,91.0,76.0,97.0,90.0,64.0,90.0,13.6,19.6,15.9,87.25,Average,High,88.0,91.0,85.0,,,85.0,0
301301,COTTAGE HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,13.8,19.4,91.0,87.0,87.0,69.0,89.0,79.0,60.0,72.0,13.6,20.1,15.0,79.25,High Performer,High,86.0,121.0,118.0,1.0,,118.0,0
301302,LITTLETON REGIONAL HEALTHCARE,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,1.0,3.5,12.1,14.4,18.4,87.0,88.0,89.0,75.0,89.0,82.0,67.0,80.0,13.6,19.6,16.1,82.12,Low Performer,High,92.0,140.0,135.0,1.0,54.0,135.0,0
301303,WEEKS MEDICAL CENTER,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,18.9,79.0,92.0,85.0,65.0,90.0,81.0,63.0,80.0,13.6,19.6,15.9,79.38,Average,High,86.0,112.0,106.0,,,106.0,0
301304,NEW LONDON HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.3,87.0,81.0,81.0,65.0,88.0,78.0,55.0,78.0,13.6,19.9,16.6,76.62,Average,High,98.0,157.0,154.0,1.0,,154.0,0
301305,ALICE PECK DAY MEMORIAL HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,7.7,11.8,85.0,87.0,85.0,75.0,92.0,87.0,54.0,91.0,13.6,18.7,16.0,82.0,High Performer,High,96.0,125.0,120.0,1.0,,120.0,0
301306,CONCORD HOSPITAL- FRANKLIN,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,14.4,88.0,77.0,78.0,62.0,96.0,67.0,49.0,62.0,13.6,19.6,16.6,72.38,Average,Medium,82.0,165.0,133.0,2.0,78.0,133.0,0
301307,"MEMORIAL HOSPITAL, THE",NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,11.0,15.4,81.0,86.0,85.0,66.0,89.0,81.0,53.0,79.0,13.6,19.8,16.7,77.5,High Performer,High,83.0,117.0,115.0,0.0,,115.0,0
301308,VALLEY REGIONAL HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,12.6,20.2,81.0,80.0,81.0,64.0,89.0,72.0,55.0,69.0,13.6,20.2,15.7,73.88,Average,Medium,96.0,155.0,148.0,2.0,,148.0,0
301309,MONADNOCK COMMUNITY HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,12.9,19.8,73.0,82.0,81.0,63.0,89.0,76.0,62.0,71.0,13.6,19.0,14.9,74.62,Low Performer,Medium,90.0,145.0,136.0,1.0,,136.0,0
301310,ANDROSCOGGIN VALLEY HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,13.1,22.2,81.0,83.0,84.0,60.0,94.0,69.0,61.0,62.0,13.6,20.3,15.6,74.25,Low Performer,Medium,76.0,117.0,113.0,,,113.0,0
301311,SPEARE MEMORIAL HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.1,16.4,83.0,88.0,82.0,74.0,93.0,81.0,68.0,72.0,13.6,19.4,15.1,80.12,Average,High,89.0,136.0,132.0,0.0,,132.0,0
301312,HUGGINS HOSPITAL,NH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,13.1,15.5,78.0,85.0,84.0,65.0,90.0,76.0,62.0,76.0,13.6,18.9,16.6,77.0,High Performer,High,71.0,142.0,139.0,2.0,,139.0,0
304000,NEW HAMPSHIRE HOSPITAL,NH,Psychiatric,Government - State,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
304001,HAMPSTEAD HOSPITAL & RESIDENTIAL TREATMENT FACILIT,NH,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.2,9.8,8.1,10.1,69.0,76.0,77.0,57.0,86.0,73.0,51.0,74.0,13.0,18.0,16.6,70.38,High Performer,Medium,97.0,197.0,197.0,1.0,92.0,197.0,0
310002,NEWARK BETH ISRAEL MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.7,12.4,18.2,66.0,72.0,75.0,58.0,80.0,62.0,54.0,63.0,14.6,21.4,16.5,66.25,Low Performer,Medium,96.0,171.0,169.0,2.0,,169.0,0
310003,PALISADES MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,13.1,7.9,15.2,74.0,73.0,72.0,51.0,82.0,59.0,51.0,59.0,13.6,21.8,16.7,65.12,Low Performer,Medium,97.0,213.0,207.0,2.0,,207.0,0
310005,HUNTERDON MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,No,4.0,2.6,11.6,10.9,10.7,66.0,81.0,80.0,59.0,86.0,67.0,47.0,64.0,13.3,19.9,17.7,68.75,High Performer,Medium,99.0,239.0,232.0,1.0,,232.0,0
310006,ST MARY'S GENERAL HOSPITAL,NJ,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,11.1,9.9,15.0,75.0,71.0,75.0,54.0,79.0,66.0,56.0,59.0,13.3,22.6,16.5,66.88,Average,Medium,82.0,190.0,183.0,1.0,,183.0,0
310008,HOLY NAME MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,4.8,11.9,10.4,14.8,76.0,80.0,78.0,56.0,84.0,72.0,49.0,74.0,13.6,18.5,16.6,71.12,High Performer,Medium,96.0,209.0,205.0,1.0,,205.0,0
310009,CLARA MAASS MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,14.2,10.9,18.0,71.0,78.0,78.0,62.0,85.0,61.0,42.0,63.0,13.6,20.4,15.3,67.5,Average,Medium,97.0,142.0,138.0,0.0,,138.0,0
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,4.0,11.7,10.4,13.4,73.0,78.0,76.0,62.0,84.0,74.0,56.0,77.0,14.5,20.3,16.0,72.5,High Performer,Medium,99.0,227.0,225.0,1.0,62.0,225.0,0
310011,CAPE REGIONAL MEDICAL CENTER INC,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,11.6,13.6,14.5,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.2,20.2,16.7,72.88,Average,Medium,71.0,222.0,208.0,2.0,42.0,208.0,0
310012,VALLEY HOSPITAL,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.7,13.2,14.1,16.4,84.0,79.0,78.0,59.0,86.0,76.0,69.0,79.0,12.4,18.6,14.3,76.25,High Performer,High,95.0,227.0,223.0,1.0,,223.0,0
310014,COOPER UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.9,12.9,9.3,15.2,62.0,78.0,78.0,56.0,86.0,69.0,46.0,71.0,14.4,21.2,15.9,68.25,Low Performer,Medium,93.0,217.0,216.0,3.0,,216.0,0
310015,MORRISTOWN MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.3,10.6,9.0,12.8,73.0,79.0,75.0,58.0,87.0,75.0,50.0,80.0,11.9,16.4,14.4,72.12,High Performer,Medium,95.0,248.0,240.0,1.0,68.0,240.0,0
310016,HEIGHTS UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Voluntary non-profit - Church,No,2.0,3.5,10.9,12.6,15.5,73.0,75.0,74.0,55.0,80.0,58.0,53.0,58.0,13.9,20.2,16.4,65.75,Low Performer,Medium,84.0,168.0,161.0,3.0,,161.0,0
310017,CHILTON MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.5,11.8,8.8,16.6,70.0,81.0,77.0,62.0,88.0,69.0,54.0,67.0,12.3,15.8,14.0,71.0,High Performer,Medium,94.0,230.0,226.0,2.0,75.0,226.0,0
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER INC,NJ,Acute Care Hospitals,Voluntary non-profit - Church,No,3.0,3.4,13.4,9.5,14.7,68.0,72.0,74.0,53.0,82.0,58.0,46.0,58.0,14.6,23.0,15.8,63.88,Average,Medium,99.0,224.0,224.0,5.0,,224.0,0
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,NJ,Acute Care - Veterans Administration,Veterans Health Administration,Yes,2.0,3.5,11.5,7.3,14.1,67.0,77.0,80.0,64.0,84.0,68.0,58.0,66.0,14.7,24.2,16.4,70.5,Low Performer,Medium,,,,,,,0
310022,WEST JERSEY HOSPITAL,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.8,14.2,10.9,17.0,66.0,79.0,75.0,56.0,83.0,69.0,54.0,70.0,13.6,23.5,18.1,69.0,Average,Medium,95.0,167.0,155.0,2.0,72.0,155.0,0
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,11.0,11.4,18.9,73.0,79.0,76.0,63.0,84.0,66.0,54.0,63.0,13.4,20.1,17.4,69.75,High Performer,Medium,74.0,110.0,110.0,0.0,,110.0,0
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,No,1.0,4.9,13.3,11.2,15.5,62.0,67.0,72.0,52.0,84.0,54.0,51.0,49.0,14.6,20.5,16.8,61.38,Low Performer,Medium,93.0,208.0,206.0,2.0,,206.0,0
310027,TRINITAS REGIONAL MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,16.4,18.3,64.0,71.0,75.0,56.0,82.0,60.0,47.0,62.0,13.6,20.6,17.6,64.62,Average,Medium,96.0,198.0,203.0,1.0,83.0,203.0,0
310028,NEWTON MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,10.2,11.2,14.1,80.0,78.0,73.0,57.0,85.0,63.0,46.0,63.0,13.3,18.2,14.3,68.12,High Performer,Medium,92.0,174.0,169.0,1.0,92.0,169.0,0
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,Acute Care Hospitals,Government - State,Yes,2.0,3.5,12.7,12.8,16.9,56.0,74.0,73.0,50.0,81.0,59.0,43.0,60.0,13.3,21.0,16.6,62.0,Low Performer,Medium,95.0,179.0,161.0,1.0,82.0,161.0,0
310031,DEBORAH HEART AND LUNG CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,No,3.0,3.5,11.5,10.0,15.2,62.0,83.0,80.0,65.0,91.0,77.0,46.0,83.0,14.1,20.9,16.0,73.38,Average,Medium,99.0,,,,,,0
310032,INSPIRA MEDICAL CENTER VINELAND,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,11.9,11.4,16.3,69.0,80.0,76.0,61.0,89.0,64.0,54.0,59.0,13.8,22.0,18.5,69.0,Average,Medium,93.0,208.0,204.0,3.0,69.0,204.0,0
310034,RIVERVIEW MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.7,13.8,10.5,14.4,73.0,82.0,78.0,63.0,85.0,73.0,52.0,74.0,13.9,19.6,14.1,72.5,Average,Medium,85.0,212.0,206.0,1.0,,206.0,0
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,4.6,11.2,10.6,16.7,72.0,78.0,77.0,61.0,87.0,67.0,44.0,69.0,15.7,18.9,16.5,69.38,Low Performer,Medium,95.0,196.0,197.0,1.0,,197.0,0
310039,RARITAN BAY MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,11.0,11.9,14.3,64.0,73.0,70.0,55.0,82.0,59.0,42.0,60.0,13.1,20.1,17.0,63.12,High Performer,Medium,90.0,183.0,174.0,3.0,71.0,174.0,0
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Church,No,1.0,3.5,12.1,11.2,15.9,56.0,70.0,71.0,55.0,78.0,50.0,46.0,50.0,13.6,20.5,17.4,59.5,Low Performer,Low,92.0,211.0,207.0,3.0,,207.0,0
310041,COMMUNITY MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.0,3.0,14.4,12.9,19.0,66.0,78.0,72.0,58.0,85.0,61.0,39.0,57.0,14.9,23.0,18.2,64.5,Low Performer,Medium,98.0,180.0,182.0,0.0,79.0,182.0,0
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,4.3,12.4,15.7,18.1,65.0,71.0,71.0,54.0,85.0,63.0,49.0,67.0,13.4,20.4,16.1,65.62,Low Performer,Medium,97.0,216.0,206.0,2.0,,206.0,0
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.7,10.1,10.2,15.9,73.0,80.0,78.0,60.0,83.0,76.0,55.0,78.0,13.7,17.9,16.9,72.88,High Performer,Medium,97.0,186.0,182.0,1.0,,182.0,0
310047,SHORE MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.1,11.5,10.8,15.2,68.0,78.0,77.0,57.0,86.0,66.0,48.0,62.0,13.6,20.2,15.3,67.75,Average,Medium,90.0,155.0,152.0,1.0,71.0,152.0,0
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,4.1,12.2,11.8,19.8,74.0,81.0,77.0,65.0,86.0,70.0,49.0,67.0,14.6,21.2,18.4,71.12,Average,Medium,93.0,186.0,184.0,1.0,73.0,184.0,0
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,Acute Care Hospitals,Proprietary,Yes,2.0,3.6,12.3,11.5,19.3,69.0,69.0,71.0,46.0,83.0,58.0,52.0,58.0,14.2,23.5,16.9,63.25,Low Performer,Medium,94.0,175.0,164.0,1.0,,164.0,0
310051,OVERLOOK MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.5,11.1,10.4,14.1,73.0,76.0,77.0,57.0,85.0,67.0,47.0,70.0,13.4,16.5,14.4,69.0,High Performer,Medium,95.0,195.0,192.0,1.0,,192.0,0
310052,OCEAN MEDICAL CENTER,NJ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4.0,4.8,11.8,9.7,13.8,71.0,77.0,72.0,56.0,85.0,67.0,44.0,69.0,13.9,17.9,16.1,67.62,High Performer,Medium,90.0,155.0,154.0,1.0,,154.0,0
310054,HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,Acute Care Hospitals,Proprietary,Yes,4.0,4.1,11.8,9.7,14.5,77.0,74.0,75.0,56.0,82.0,61.0,47.0,62.0,13.5,20.2,16.6,66.75,High Performer,Medium,84.0,236.0,234.0,2.0,,234.0,0
