facility_id,facility_name,state,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_HF,MORT_30_PN,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_5_A_P,H_COMP_6_Y_P,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_RECMND_DY,READM_30_AMI,READM_30_HF,READM_30_PN,composite_satisfaction_score,performance_tier,satisfaction_tier,IMM_3,OP_18a,OP_18b,OP_22,OP_23,avg_er_wait_minutes,er_inefficiency_flag,median_income,poverty_rate,unemployment_rate,pct_uninsured,pct_college_educated,log_median_income,pop_density_proxy,deprivation_index,pct_metro,pct_rural,avg_rucc_score,gnrl_fac_type_cd,cbsa_cd,bed_count,bed_size_category,log_bed_count,is_large_hospital,high_poverty_area,log_er_wait,rating_squared,state_avg_satisfaction,hospital_type_enc,hospital_ownership_enc,emergency_services_enc
260142,FITZGIBBON HOSPITAL,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,12.1,18.9,67.0,74.0,80.0,57.0,87.0,69.0,60.0,60.0,13.6,20.5,16.1,69.25,Low Performer,Medium,64.0,90.0,84.0,1.0,,84.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,99926,60.0,Medium (50-150),4.110873864173311,0,0,4.442651256490317,4.0,72.70140495867767,2,11,1
260160,MERCY HOSPITAL STODDARD,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,11.5,16.2,64.0,83.0,87.0,61.0,88.0,71.0,78.0,79.0,13.6,19.6,15.6,76.38,Low Performer,High,92.0,204.0,176.0,5.0,,176.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,99926,50.0,Small (<50),3.9318256327243257,0,0,5.176149732573829,4.0,72.70140495867767,2,11,1
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.8,12.1,10.2,13.1,76.0,82.0,81.0,61.0,90.0,84.0,81.0,87.0,13.6,21.2,16.3,80.25,High Performer,High,97.0,222.0,212.0,4.0,,212.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,41180,113.0,Medium (50-150),4.736198448394496,0,0,5.3612921657094255,25.0,72.70140495867767,2,11,1
260163,PARKLAND HEALTH CENTER,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,11.3,9.6,13.5,75.0,79.0,83.0,59.0,90.0,71.0,54.0,68.0,13.1,19.6,15.6,72.38,High Performer,Medium,94.0,217.0,201.0,3.0,89.0,201.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,99926,133.0,Medium (50-150),4.897839799950911,0,0,5.308267697401205,16.0,72.70140495867767,2,11,1
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,MO,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3.0,4.0,12.1,13.1,14.0,74.0,81.0,80.0,61.0,89.0,70.0,63.0,68.0,13.6,19.5,16.2,73.25,Average,Medium,75.0,177.0,156.0,2.0,,156.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,99926,65.0,Medium (50-150),4.189654742026425,0,0,5.056245805348308,9.0,72.70140495867767,2,2,1
260176,ST LUKES DES PERES HOSPITAL,MO,Acute Care Hospitals,Proprietary,Yes,3.0,4.1,12.1,12.1,14.7,73.0,82.0,84.0,65.0,92.0,79.0,57.0,80.0,13.6,20.3,15.7,76.5,Average,High,76.0,135.0,133.0,1.0,,133.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,41180,143.0,Medium (50-150),4.969813299576001,0,0,4.897839799950911,9.0,72.70140495867767,2,6,1
260177,LIBERTY HOSPITAL,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.1,11.8,12.4,20.6,72.0,78.0,78.0,61.0,88.0,72.0,51.0,70.0,13.7,20.6,15.4,71.25,Low Performer,Medium,85.0,193.0,192.0,4.0,,192.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,28140,250.0,Large (150-300),5.5254529391317835,0,0,5.262690188904886,4.0,72.70140495867767,2,11,1
260179,ST LUKES HOSPITAL,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,2.9,12.1,8.9,14.4,71.0,79.0,79.0,58.0,90.0,79.0,60.0,78.0,12.8,19.3,16.3,74.25,High Performer,Medium,71.0,212.0,212.0,5.0,73.0,212.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,41180,493.0,Very Large (300-500),6.202535517187923,1,0,5.3612921657094255,16.0,72.70140495867767,2,11,1
260180,CHRISTIAN HOSPITAL NORTHEAST,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.8,11.4,8.3,13.0,71.0,76.0,78.0,57.0,86.0,66.0,68.0,66.0,12.9,19.5,16.1,71.0,High Performer,Medium,96.0,225.0,223.0,5.0,,223.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,41180,475.0,Very Large (300-500),6.16541785423142,1,0,5.4116460518550396,16.0,72.70140495867767,2,11,1
260183,SAINT FRANCIS MEDICAL CENTER,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,5.3,13.5,15.1,18.6,73.0,78.0,80.0,55.0,87.0,78.0,59.0,80.0,13.8,16.6,15.2,73.75,Average,Medium,90.0,246.0,246.0,5.0,52.0,246.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,16020,308.0,Very Large (300-500),5.733341276897746,1,0,5.5093883366279774,9.0,72.70140495867767,2,11,1
260186,LAKE REGIONAL HEALTH SYSTEM,MO,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,12.7,19.4,18.8,71.0,80.0,81.0,63.0,89.0,73.0,58.0,69.0,13.9,19.3,15.0,73.0,Average,Medium,90.0,170.0,164.0,4.0,85.0,164.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,99926,99.0,Medium (50-150),4.605170185988092,0,0,5.10594547390058,9.0,72.70140495867767,2,10,1
260190,LEE'S SUMMIT MEDICAL CENTER,MO,Acute Care Hospitals,Proprietary,Yes,3.0,3.2,11.9,11.1,16.8,73.0,77.0,76.0,58.0,86.0,72.0,63.0,72.0,13.7,19.7,16.8,72.12,Average,Medium,54.0,164.0,160.0,0.0,82.0,160.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,28140,88.0,Medium (50-150),4.48863636973214,0,0,5.081404364984463,9.0,72.70140495867767,2,6,1
260191,BARNES-JEWISH ST PETERS HOSPITAL,MO,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,11.6,12.7,16.5,51.0,77.0,77.0,54.0,87.0,65.0,55.0,68.0,13.6,21.2,15.5,66.75,Average,Medium,95.0,246.0,245.0,2.0,73.0,245.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,41180,111.0,Medium (50-150),4.718498871295094,0,0,5.5053315359323625,9.0,72.70140495867767,2,10,1
260193,ST MARY'S MEDICAL CENTER,MO,Acute Care Hospitals,Proprietary,Yes,3.0,3.8,12.1,11.6,11.0,70.0,71.0,72.0,55.0,78.0,66.0,50.0,63.0,13.9,20.5,17.4,65.62,Average,Medium,87.0,162.0,162.0,2.0,54.0,162.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,28140,146.0,Medium (50-150),4.990432586778736,0,0,5.093750200806762,9.0,72.70140495867767,2,6,1
260195,CITIZENS MEMORIAL HOSPITAL,MO,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,13.6,16.1,18.9,79.0,76.0,81.0,59.0,88.0,69.0,49.0,69.0,14.9,18.6,15.4,71.25,Average,Medium,91.0,196.0,185.0,2.0,97.0,185.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,44180,74.0,Medium (50-150),4.31748811353631,0,0,5.225746673713202,9.0,72.70140495867767,2,2,1
260200,SSM ST JOSEPH HOSPITAL WEST,MO,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,12.2,10.3,14.5,55.0,77.0,74.0,52.0,84.0,64.0,59.0,64.0,12.9,19.1,15.3,66.12,Average,Medium,78.0,227.0,221.0,4.0,67.0,221.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,41180,100.0,Medium (50-150),4.61512051684126,0,0,5.402677381872279,9.0,72.70140495867767,2,9,1
260214,BELTON REGIONAL MEDICAL CENTER,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.9,12.1,15.2,14.2,69.0,74.0,70.0,51.0,77.0,58.0,61.0,58.0,13.6,19.8,17.4,64.75,Low Performer,Medium,45.0,105.0,98.0,1.0,82.0,98.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,28140,71.0,Medium (50-150),4.276666119016055,0,0,4.59511985013459,4.0,72.70140495867767,2,11,1
260216,SAINT LUKE'S EAST  HOSPITAL,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,5.6,11.5,8.7,16.3,69.0,79.0,78.0,59.0,90.0,76.0,63.0,79.0,13.4,17.0,16.6,74.12,High Performer,Medium,94.0,248.0,246.0,7.0,100.0,246.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,28140,240.0,Large (150-300),5.484796933490655,0,0,5.5093883366279774,16.0,72.70140495867767,2,11,1
260219,PROGRESS WEST HOSPITAL,MO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.3,12.8,10.8,11.9,64.0,81.0,78.0,64.0,91.0,75.0,64.0,82.0,13.1,18.6,15.1,74.88,High Performer,Medium,96.0,203.0,198.0,3.0,92.0,198.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,01,41180,76.0,Medium (50-150),4.343805421853684,0,0,5.293304824724492,16.0,72.70140495867767,2,11,1
26023F,COLUMBIA MO VA MEDICAL CENTER,MO,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4.0,3.7,13.4,13.3,15.5,81.0,86.0,81.0,70.0,89.0,86.0,68.0,86.0,15.8,21.7,17.3,80.88,High Performer,High,,,,,,,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,,17860,250.0,Large (150-300),5.5254529391317835,0,0,,16.0,72.70140495867767,1,8,1
260779,PARKLAND HEALTH CENTER - BONNE TERRE,MO,Rural Emergency Hospital,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,,99926,1.0,Small (<50),0.6931471805599453,0,0,,9.0,72.70140495867767,7,11,1
261301,ELLETT MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,92.0,82.0,87.0,77.0,93.0,85.0,52.0,79.0,13.6,19.6,15.9,80.88,Average,High,30.0,124.0,108.0,0.0,,108.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,12.0,Small (<50),2.5649493574615367,0,0,4.6913478822291435,9.0,72.70140495867767,4,2,1
261302,MADISON MEDICAL CENTER,MO,Critical Access Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,12.1,11.5,23.3,65.0,72.0,73.0,56.0,80.0,59.0,61.0,55.0,13.6,19.6,15.4,65.12,Average,Medium,44.0,88.0,84.0,1.0,,84.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.442651256490317,9.0,72.70140495867767,4,10,1
261303,COMMUNITY HOSPITAL ASSOCIATION,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,14.4,21.1,83.0,79.0,80.0,47.0,92.0,75.0,71.0,81.0,13.6,19.2,16.8,76.0,Average,High,74.0,100.0,94.0,0.0,,94.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.553876891600541,9.0,72.70140495867767,4,11,1
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,47.0,117.0,118.0,0.0,,118.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,15.0,Small (<50),2.772588722239781,0,0,4.77912349311153,9.0,72.70140495867767,4,3,1
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,120.0,120.0,1.0,,120.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.795790545596741,9.0,72.70140495867767,4,3,1
261307,PERSHING MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,18.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.5,72.88,Average,Medium,38.0,96.0,84.0,1.0,,84.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.442651256490317,9.0,72.70140495867767,4,11,1
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.7,66.0,75.0,75.0,60.0,85.0,70.0,62.0,62.0,13.6,19.6,16.7,69.38,Average,Medium,92.0,152.0,142.0,,19.0,142.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.962844630259907,9.0,72.70140495867767,4,3,1
261309,WRIGHT MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,11.3,18.1,81.0,88.0,84.0,64.0,85.0,84.0,83.0,65.0,13.6,19.0,15.3,79.25,High Performer,High,96.0,147.0,136.0,0.0,,136.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.919980925828125,16.0,72.70140495867767,4,11,1
261310,SCOTLAND COUNTY  HOSPITAL,MO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,2.0,3.5,12.1,11.5,21.8,80.0,78.0,87.0,54.0,83.0,67.0,58.0,62.0,13.6,19.6,15.8,71.12,Low Performer,Medium,57.0,112.0,109.0,,,109.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.700480365792417,4.0,72.70140495867767,4,2,1
261311,MERCY HOSPITAL PERRY,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.3,12.1,13.0,20.2,76.0,74.0,87.0,60.0,89.0,72.0,57.0,64.0,13.6,19.5,18.2,72.38,Low Performer,Medium,91.0,153.0,140.0,1.0,,140.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.948759890378168,4.0,72.70140495867767,4,11,1
261312,HARRISON COUNTY COMMUNITY HOSPITAL,MO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,17.3,66.0,88.0,89.0,65.0,84.0,63.0,68.0,59.0,13.6,19.6,15.9,72.75,Average,Medium,78.0,135.0,109.0,,,109.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,19.0,Small (<50),2.995732273553991,0,0,4.700480365792417,9.0,72.70140495867767,4,2,1
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,2.0,3.5,12.1,11.5,21.0,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.0,72.88,Low Performer,Medium,44.0,,,,,,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,,4.0,72.70140495867767,4,3,1
261314,HERMANN AREA DISTRICT HOSPITAL,MO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,16.1,72.88,Average,Medium,,88.0,86.0,,,86.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.465908118654584,9.0,72.70140495867767,4,2,1
261316,MERCY HOSPITAL AURORA,MO,Critical Access Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,12.1,11.5,20.2,73.0,84.0,91.0,69.0,89.0,78.0,67.0,83.0,13.6,19.6,16.5,79.25,Average,High,97.0,148.0,129.0,2.0,,129.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,53.0,Medium (50-150),3.9889840465642745,0,0,4.867534450455582,9.0,72.70140495867767,4,9,1
261317,MERCY HOSPITAL - CASSVILLE,MO,Critical Access Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,12.1,11.5,17.1,81.0,87.0,94.0,69.0,85.0,90.0,71.0,81.0,13.6,19.6,16.5,82.25,Average,High,98.0,101.0,93.0,1.0,,93.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,18.0,Small (<50),2.9444389791664403,0,0,4.543294782270004,9.0,72.70140495867767,4,9,1
261318,SALEM MEMORIAL DISTRICT HOSPITAL,MO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,4.0,3.5,12.1,11.8,14.8,83.0,87.0,85.0,80.0,79.0,70.0,62.0,67.0,13.6,19.7,15.0,76.62,High Performer,High,83.0,138.0,135.0,2.0,,135.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.912654885736052,16.0,72.70140495867767,4,2,1
261319,MERCY HOSPITAL LINCOLN,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,14.6,73.0,73.0,74.0,63.0,84.0,73.0,68.0,69.0,13.6,19.8,15.5,72.12,Average,Medium,96.0,157.0,146.0,1.0,,146.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,41180,25.0,Small (<50),3.258096538021482,0,0,4.990432586778736,9.0,72.70140495867767,4,3,1
261320,LAFAYETTE REGIONAL HEALTH CENTER,MO,Critical Access Hospitals,Proprietary,Yes,2.0,3.5,12.1,13.2,16.3,87.0,87.0,87.0,75.0,94.0,82.0,63.0,81.0,13.6,21.2,16.7,82.0,Low Performer,High,84.0,116.0,107.0,1.0,,107.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,28140,25.0,Small (<50),3.258096538021482,0,0,4.68213122712422,4.0,72.70140495867767,4,6,1
261321,HEDRICK MEDICAL CENTER,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,11.3,13.4,84.0,88.0,90.0,64.0,95.0,77.0,61.0,72.0,13.6,19.2,15.7,78.88,High Performer,High,93.0,133.0,127.0,1.0,,127.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.852030263919617,16.0,72.70140495867767,4,11,1
261322,EXCELSIOR SPRINGS HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.6,94.0,92.0,88.0,66.0,88.0,84.0,84.0,68.0,13.6,19.6,15.9,83.0,Average,High,93.0,99.0,94.0,1.0,,94.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,28140,25.0,Small (<50),3.258096538021482,0,0,4.553876891600541,9.0,72.70140495867767,4,3,1
261323,CEDAR COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.5,90.0,98.0,83.0,73.0,84.0,78.0,74.0,73.0,13.6,19.6,15.6,81.62,Average,High,53.0,136.0,108.0,1.0,,108.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.6913478822291435,9.0,72.70140495867767,4,3,1
261324,CASS REGIONAL MEDICAL CENTER,MO,Critical Access Hospitals,Government - Local,Yes,4.0,3.5,12.1,11.5,15.6,71.0,79.0,76.0,62.0,85.0,73.0,62.0,71.0,13.6,19.6,16.2,72.38,High Performer,Medium,82.0,130.0,123.0,,67.0,123.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,28140,35.0,Small (<50),3.58351893845611,0,0,4.820281565605037,16.0,72.70140495867767,4,3,1
261325,COX BARTON COUNTY HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,14.7,92.0,90.0,88.0,77.0,95.0,88.0,69.0,81.0,13.6,19.0,16.1,85.0,Average,High,95.0,88.0,86.0,0.0,94.0,86.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.465908118654584,9.0,72.70140495867767,4,3,1
261327,RAY COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,87.0,124.0,112.0,0.0,,112.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,28140,25.0,Small (<50),3.258096538021482,0,0,4.727387818712341,9.0,72.70140495867767,4,3,1
261328,MOSAIC MEDICAL CENTER ALBANY,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,18.4,90.0,90.0,89.0,79.0,93.0,70.0,79.0,77.0,13.6,19.6,15.8,83.38,Average,High,97.0,76.0,73.0,0.0,,73.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.304065093204169,9.0,72.70140495867767,4,11,1
261329,COX MONETT HOSPITAL,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,12.9,18.7,93.0,84.0,88.0,66.0,94.0,89.0,75.0,85.0,13.6,19.4,15.5,84.25,Average,High,97.0,158.0,152.0,2.0,,152.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,5.030437921392435,9.0,72.70140495867767,4,11,1
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,4.0,3.5,12.1,17.9,14.5,80.0,80.0,77.0,60.0,82.0,71.0,68.0,71.0,13.6,19.3,15.7,73.62,High Performer,Medium,61.0,113.0,111.0,0.0,,111.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.718498871295094,16.0,72.70140495867767,4,2,1
261331,FREEMAN NEOSHO HOSPITAL,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,13.0,16.9,73.0,86.0,87.0,65.0,92.0,80.0,66.0,78.0,13.6,19.6,16.0,78.38,High Performer,High,41.0,156.0,150.0,,,150.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,27900,25.0,Small (<50),3.258096538021482,0,0,5.017279836814924,16.0,72.70140495867767,4,11,1
261332,CARROLL COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,15.1,91.0,78.0,83.0,73.0,92.0,85.0,68.0,67.0,13.6,19.6,15.9,79.62,Average,High,89.0,105.0,104.0,0.0,,104.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.653960350157523,9.0,72.70140495867767,4,11,1
261333,PIKE COUNTY MEMORIAL HOSPITAL,MO,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,15.3,97.0,90.0,89.0,78.0,91.0,75.0,56.0,75.0,13.6,19.6,16.0,81.38,Average,High,91.0,137.0,129.0,1.0,,129.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.867534450455582,9.0,72.70140495867767,4,3,1
261335,MERCY ST FRANCIS HOSPITAL,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,90.0,80.0,86.0,70.0,77.0,89.0,84.0,86.0,13.6,19.6,15.9,82.75,Average,High,88.0,115.0,109.0,1.0,,109.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,25.0,Small (<50),3.258096538021482,0,0,4.700480365792417,9.0,72.70140495867767,4,11,1
261336,IRON COUNTY MEDICAL CENTER,MO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,15.8,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,16.1,72.88,Average,Medium,93.0,166.0,152.0,,,152.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,15.0,Small (<50),2.772588722239781,0,0,5.030437921392435,9.0,72.70140495867767,4,2,1
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,MO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,16.5,17.0,83.0,81.0,81.0,55.0,87.0,77.0,64.0,76.0,13.6,20.1,17.3,75.5,Low Performer,High,89.0,176.0,171.0,3.0,69.0,171.0,0,59329,12.4,3.6,10.1,31.2,10.990870359252689,5.9329,-0.072,66,34,3.6,11,99926,50.0,Small (<50),3.9318256327243257,0,0,5.147494476813453,4.0,72.70140495867767,4,11,1
