facility_id,facility_name,state,hospital_type,performance_tier,predicted_satisfaction_v3,actual_satisfaction,residual,overperforming,median_income,poverty_rate,deprivation_index,bed_count,pct_metro
304001,HAMPSTEAD HOSPITAL & RESIDENTIAL TREATMENT FACILIT,NH,Psychiatric,Average,72.72,72.88,0.16,1,91439,6.3,-1.342,111.0,62
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,70.5,70.38,-0.12,0,87208,8.6,-0.447,781.0,100
310002,NEWARK BETH ISRAEL MEDICAL CENTER,NJ,Acute Care Hospitals,Low Performer,65.95,66.25,0.3,1,87208,8.6,-0.447,665.0,100
310003,PALISADES MEDICAL CENTER,NJ,Acute Care Hospitals,Low Performer,64.39,65.12,0.73,1,87208,8.6,-0.447,202.0,100
310005,HUNTERDON MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,69.25,68.75,-0.5,0,87208,8.6,-0.447,184.0,100
310006,ST MARY'S GENERAL HOSPITAL,NJ,Acute Care Hospitals,Average,66.35,66.88,0.53,1,87208,8.6,-0.447,286.0,100
310008,HOLY NAME MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,71.89,71.12,-0.77,0,87208,8.6,-0.447,372.0,100
310009,CLARA MAASS MEDICAL CENTER,NJ,Acute Care Hospitals,Average,68.63,67.5,-1.13,0,87208,8.6,-0.447,472.0,100
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,NJ,Acute Care Hospitals,High Performer,70.04,72.5,2.46,1,87208,8.6,-0.447,375.0,100
310011,CAPE REGIONAL MEDICAL CENTER INC,NJ,Acute Care Hospitals,Average,69.07,72.88,3.81,1,87208,8.6,-0.447,242.0,100
310012,VALLEY HOSPITAL,NJ,Acute Care Hospitals,High Performer,73.15,76.25,3.1,1,87208,8.6,-0.447,431.0,100
310014,COOPER UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Low Performer,66.98,68.25,1.27,1,87208,8.6,-0.447,663.0,100
310015,MORRISTOWN MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,71.01,72.12,1.11,1,87208,8.6,-0.447,735.0,100
310016,HEIGHTS UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Low Performer,65.46,65.75,0.29,1,87208,8.6,-0.447,401.0,100
310017,CHILTON MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,70.38,71.0,0.62,1,87208,8.6,-0.447,260.0,100
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER INC,NJ,Acute Care Hospitals,Average,65.87,63.88,-1.99,0,87208,8.6,-0.447,566.0,100
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,NJ,Acute Care - Veterans Administration,Low Performer,69.34,70.5,1.16,1,87208,8.6,-0.447,950.0,100
310022,WEST JERSEY HOSPITAL,NJ,Acute Care Hospitals,Average,68.66,69.0,0.34,1,87208,8.6,-0.447,402.0,100
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,Acute Care Hospitals,High Performer,69.49,69.75,0.26,1,87208,8.6,-0.447,281.0,100
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,Acute Care Hospitals,Low Performer,61.56,61.38,-0.18,0,87208,8.6,-0.447,254.0,100
310027,TRINITAS REGIONAL MEDICAL CENTER,NJ,Acute Care Hospitals,Average,67.61,64.62,-2.99,0,87208,8.6,-0.447,384.0,100
310028,NEWTON MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,67.82,68.12,0.3,1,87208,8.6,-0.447,148.0,100
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,Acute Care Hospitals,Low Performer,63.76,62.0,-1.76,0,87208,8.6,-0.447,340.0,100
310031,DEBORAH HEART AND LUNG CENTER,NJ,Acute Care Hospitals,Average,68.87,73.38,4.51,1,87208,8.6,-0.447,161.0,100
310032,INSPIRA MEDICAL CENTER VINELAND,NJ,Acute Care Hospitals,Average,67.08,69.0,1.92,1,87208,8.6,-0.447,374.0,100
310034,RIVERVIEW MEDICAL CENTER,NJ,Acute Care Hospitals,Average,67.84,72.5,4.66,1,87208,8.6,-0.447,440.0,100
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Low Performer,69.13,69.38,0.25,1,87208,8.6,-0.447,610.0,100
310039,RARITAN BAY MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,66.71,63.12,-3.59,0,87208,8.6,-0.447,460.0,100
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,Acute Care Hospitals,Low Performer,59.64,59.5,-0.14,0,87208,8.6,-0.447,333.0,100
310041,COMMUNITY MEDICAL CENTER,NJ,Acute Care Hospitals,Low Performer,64.73,64.5,-0.23,0,87208,8.6,-0.447,592.0,100
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,Acute Care Hospitals,Low Performer,66.1,65.62,-0.48,0,87208,8.6,-0.447,344.0,100
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,68.72,72.88,4.16,1,87208,8.6,-0.447,517.0,100
310047,SHORE MEDICAL CENTER,NJ,Acute Care Hospitals,Average,67.38,67.75,0.37,1,87208,8.6,-0.447,302.0,100
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,Acute Care Hospitals,Average,69.68,71.12,1.44,1,87208,8.6,-0.447,335.0,100
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,Acute Care Hospitals,Low Performer,63.11,63.25,0.14,1,87208,8.6,-0.447,418.0,100
310051,OVERLOOK MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,69.27,69.0,-0.27,0,87208,8.6,-0.447,513.0,100
310052,OCEAN MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,69.05,67.62,-1.43,0,87208,8.6,-0.447,436.0,100
310054,HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,Acute Care Hospitals,High Performer,67.41,66.75,-0.66,0,87208,8.6,-0.447,328.0,100
310057,VIRTUA MOUNT HOLLY HOSPITAL,NJ,Acute Care Hospitals,Average,64.91,62.38,-2.53,0,87208,8.6,-0.447,383.0,100
310058,BERGEN NEW BRIDGE MEDICAL CENTER,NJ,Acute Care Hospitals,Average,68.75,68.62,-0.13,0,87208,8.6,-0.447,496.0,100
310060,ST LUKE'S WARREN HOSPITAL,NJ,Acute Care Hospitals,High Performer,71.7,71.62,-0.08,0,87208,8.6,-0.447,214.0,100
310061,VIRTUA WILLINGBORO HOSPITAL,NJ,Acute Care Hospitals,Average,65.07,62.5,-2.57,0,87208,8.6,-0.447,221.0,100
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,Acute Care Hospitals,High Performer,67.39,67.62,0.23,1,87208,8.6,-0.447,593.0,100
310069,INSPIRA MEDICAL CENTER MULLICA HILL,NJ,Acute Care Hospitals,Average,68.85,72.88,4.03,1,87208,8.6,-0.447,91.0,100
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Average,65.82,72.75,6.93,1,87208,8.6,-0.447,478.0,100
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,67.52,66.25,-1.27,0,87208,8.6,-0.447,596.0,100
310074,JERSEY CITY MEDICAL CENTER,NJ,Acute Care Hospitals,Average,67.59,69.62,2.03,1,87208,8.6,-0.447,255.0,100
310075,MONMOUTH MEDICAL CENTER,NJ,Acute Care Hospitals,Average,71.13,72.5,1.37,1,87208,8.6,-0.447,483.0,100
310076,COOPERMAN BARNABAS MEDICAL CENTER,NJ,Acute Care Hospitals,Average,68.28,69.5,1.22,1,87208,8.6,-0.447,597.0,100
310083,CAREWELL HEALTH MEDICAL CENTER,NJ,Acute Care Hospitals,Low Performer,57.89,57.5,-0.39,0,87208,8.6,-0.447,211.0,100
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,Acute Care Hospitals,Average,70.0,71.0,1.0,1,87208,8.6,-0.447,285.0,100
310086,JEFFERSON STRATFORD HOSPITAL,NJ,Acute Care Hospitals,Low Performer,67.91,68.88,0.97,1,87208,8.6,-0.447,596.0,100
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,NJ,Acute Care Hospitals,Low Performer,63.29,61.38,-1.91,0,87208,8.6,-0.447,237.0,100
310096,SAINT MICHAEL'S MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,67.36,67.75,0.39,1,87208,8.6,-0.447,358.0,100
310108,JFK UNIVERSITY MEDICAL CENTER,NJ,Acute Care Hospitals,Average,64.94,62.12,-2.82,0,87208,8.6,-0.447,459.0,100
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,NJ,Acute Care Hospitals,High Performer,71.65,70.88,-0.77,0,87208,8.6,-0.447,248.0,100
310111,CENTRASTATE MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,68.01,68.25,0.24,1,87208,8.6,-0.447,273.0,100
310112,BAYSHORE MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,68.08,67.5,-0.58,0,87208,8.6,-0.447,225.0,100
310113,SOUTHERN OCEAN MEDICAL CENTER,NJ,Acute Care Hospitals,High Performer,67.7,66.25,-1.45,0,87208,8.6,-0.447,156.0,100
310115,AHS HOSPITAL CORP,NJ,Acute Care Hospitals,High Performer,68.06,65.0,-3.06,0,87208,8.6,-0.447,148.0,100
310118,HUDSON REGIONAL HOSPITAL,NJ,Acute Care Hospitals,Low Performer,63.05,68.0,4.95,1,87208,8.6,-0.447,200.0,100
310119,THE UNIVERSITY HOSPITAL,NJ,Acute Care Hospitals,Low Performer,60.71,62.12,1.41,1,87208,8.6,-0.447,519.0,100
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,NJ,Acute Care Hospitals,High Performer,71.29,70.0,-1.29,0,87208,8.6,-0.447,128.0,100
312024,SILVER LAKE HOSPITAL LTACH,NJ,Long-term,Average,72.58,72.88,0.3,1,87208,8.6,-0.447,63.0,100
313300,CHILDREN'S SPECIALIZED HOSPITAL,NJ,Childrens,Average,72.59,72.88,0.29,1,87208,8.6,-0.447,90.0,100
313302,WEISMAN CHILDRENS REHABILITATION HOSPITAL,NJ,Childrens,Average,73.87,72.88,-0.99,0,87208,8.6,-0.447,30.0,100
314001,SUMMIT OAKS HOSPITAL,NJ,Psychiatric,Average,72.71,72.88,0.17,1,87208,8.6,-0.447,126.0,100
314005,ANCORA PSYCH HOSP,NJ,Psychiatric,Average,72.38,72.88,0.5,1,87208,8.6,-0.447,709.0,100
314011,UNIVERSITY BEHAVIORAL HEALTH CARE,NJ,Psychiatric,Average,72.56,72.88,0.32,1,87208,8.6,-0.447,63.0,100
314012,HACKENSACK MERIDIAN HEALTH CARRIER CLINIC,NJ,Psychiatric,Average,72.61,72.88,0.27,1,87208,8.6,-0.447,281.0,100
314013,TRENTON PSYCHIATRIC HOSP,NJ,Psychiatric,Average,72.62,72.88,0.26,1,87208,8.6,-0.447,436.0,100
314016,GREYSTONE PARK PSYCHIATRIC HOSPITAL,NJ,Psychiatric,Average,72.62,72.88,0.26,1,87208,8.6,-0.447,468.0,100
314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,NJ,Psychiatric,Average,72.42,72.88,0.46,1,87208,8.6,-0.447,158.0,100
314019,RAMAPO RIDGE BEHAVIORAL HEALTH HOSPITAL,NJ,Psychiatric,Average,72.69,72.88,0.19,1,87208,8.6,-0.447,58.0,100
314020,ESSEX COUNTY HOSPITAL CENTER,NJ,Psychiatric,Average,72.68,72.88,0.2,1,87208,8.6,-0.447,180.0,100
314021,HAMPTON BEHAVIORAL HEALTH CENTER,NJ,Psychiatric,Average,72.57,72.88,0.31,1,87208,8.6,-0.447,125.0,100
314022,SAINT BARNABAS BEHAVIORAL HEALTH CENTER,NJ,Psychiatric,Average,72.71,72.88,0.17,1,87208,8.6,-0.447,40.0,100
314023,ASPEN HILLS HEALTHCARE CENTER,NJ,Psychiatric,Average,72.9,72.88,-0.02,0,87208,8.6,-0.447,30.0,100
314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,NJ,Psychiatric,Average,72.61,72.88,0.27,1,87208,8.6,-0.447,84.0,100
314027,MOUNTAINVIEW BEHAVIORAL HOSPITAL,NJ,Psychiatric,Average,72.55,72.88,0.33,1,87208,8.6,-0.447,44.0,100
320001,UNM HOSPITAL,NM,Acute Care Hospitals,Low Performer,64.13,66.12,1.99,1,52947,18.0,1.445,527.0,56
320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,NM,Acute Care Hospitals,High Performer,69.02,69.12,0.1,1,52947,18.0,1.445,248.0,56
320004,CHRISTUS SOUTHERN NEW MEXICO,NM,Acute Care Hospitals,Average,73.34,70.12,-3.22,0,52947,18.0,1.445,98.0,56
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,NM,Acute Care Hospitals,Low Performer,66.94,66.75,-0.19,0,52947,18.0,1.445,240.0,56
320006,EASTERN NEW MEXICO MEDICAL CENTER,NM,Acute Care Hospitals,Low Performer,62.4,63.38,0.98,1,52947,18.0,1.445,149.0,56
320009,LOVELACE MEDICAL CENTER,NM,Acute Care Hospitals,Low Performer,65.63,68.0,2.37,1,52947,18.0,1.445,254.0,56
320011,PRESBYTERIAN ESPANOLA HOSPITAL,NM,Acute Care Hospitals,Average,74.47,78.75,4.28,1,52947,18.0,1.445,80.0,56
320017,LOVELACE WOMEN'S HOSPITAL,NM,Acute Care Hospitals,High Performer,68.65,64.25,-4.4,0,52947,18.0,1.445,120.0,56
320018,MEMORIAL MEDICAL CENTER,NM,Acute Care Hospitals,Low Performer,65.08,65.0,-0.08,0,52947,18.0,1.445,286.0,56
320021,PRESBYTERIAN HOSPITAL,NM,Acute Care Hospitals,Low Performer,67.49,67.88,0.39,1,52947,18.0,1.445,623.0,56
320022,PLAINS REGIONAL MEDICAL CENTER,NM,Acute Care Hospitals,Low Performer,68.71,68.12,-0.59,0,52947,18.0,1.445,106.0,56
320030,ARTESIA GENERAL HOSPITAL,NM,Acute Care Hospitals,Average,79.34,78.62,-0.72,0,52947,18.0,1.445,49.0,56
320033,LOS ALAMOS MEDICAL CENTER,NM,Acute Care Hospitals,Average,72.01,68.75,-3.26,0,52947,18.0,1.445,53.0,56
320057,SANTA FE PHS INDIAN HOSPITAL,NM,Acute Care Hospitals,Average,73.14,72.88,-0.26,0,52947,18.0,1.445,20.0,56
320059,NORTHERN NAVAJO MEDICAL CENTER,NM,Acute Care Hospitals,Average,71.99,66.75,-5.24,0,52947,18.0,1.445,69.0,56
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,NM,Acute Care - Veterans Administration,Average,72.74,73.88,1.14,1,52947,18.0,1.445,483.0,56
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,NM,Acute Care Hospitals,Average,73.3,72.88,-0.42,0,52947,18.0,1.445,28.0,56
320061,GALLUP INDIAN MEDICAL CENTER,NM,Acute Care Hospitals,Low Performer,62.43,57.25,-5.18,0,52947,18.0,1.445,85.0,56
320062,CROWNPOINT HEALTHCARE FACILITY,NM,Acute Care Hospitals,Average,72.61,72.88,0.27,1,52947,18.0,1.445,20.0,56
320063,CARLSBAD MEDICAL CENTER,NM,Acute Care Hospitals,Low Performer,60.24,59.25,-0.99,0,52947,18.0,1.445,116.0,56
320065,COVENANT HEALTH HOBBS HOSPITAL,NM,Acute Care Hospitals,Average,75.47,78.75,3.28,1,52947,18.0,1.445,84.0,56
320074,LOVELACE WESTSIDE HOSPITAL,NM,Acute Care Hospitals,High Performer,72.55,72.75,0.2,1,52947,18.0,1.445,95.0,56
320084,ROOSEVELT GENERAL HOSPITAL,NM,Acute Care Hospitals,Average,74.52,76.38,1.86,1,52947,18.0,1.445,24.0,56
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,Acute Care Hospitals,Low Performer,64.07,62.62,-1.45,0,52947,18.0,1.445,168.0,56
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,Acute Care Hospitals,Low Performer,74.37,73.5,-0.87,0,52947,18.0,1.445,27.0,56
320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,NM,Acute Care Hospitals,High Performer,72.2,71.25,-0.95,0,52947,18.0,1.445,36.0,56
320091,THREE CROSSES REGIONAL HOSPITAL LLC,NM,Acute Care Hospitals,Average,75.04,78.12,3.08,1,52947,18.0,1.445,46.0,56
320779,GUADALUPE COUNTY HOSPITAL,NM,Rural Emergency Hospital,Average,71.95,72.88,0.93,1,52947,18.0,1.445,12.0,56
321300,SIERRA VISTA HOSPITAL,NM,Critical Access Hospitals,Average,74.11,72.88,-1.23,0,52947,18.0,1.445,15.0,56
321301,SOCORRO GENERAL HOSPITAL,NM,Critical Access Hospitals,Average,73.87,72.88,-0.99,0,52947,18.0,1.445,24.0,56
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,NM,Critical Access Hospitals,Average,74.67,72.88,-1.79,0,52947,18.0,1.445,25.0,56
321304,UNION COUNTY GENERAL HOSPITAL,NM,Critical Access Hospitals,Average,74.85,74.0,-0.85,0,52947,18.0,1.445,25.0,56
321305,NOR-LEA HOSPITAL DISTRICT,NM,Critical Access Hospitals,Average,73.87,85.0,11.13,1,52947,18.0,1.445,25.0,56
321306,LINCOLN COUNTY MEDICAL CENTER,NM,Critical Access Hospitals,Low Performer,72.81,74.75,1.94,1,52947,18.0,1.445,25.0,56
321307,MINERS' COLFAX MEDICAL CENTER,NM,Critical Access Hospitals,Average,73.93,73.5,-0.43,0,52947,18.0,1.445,25.0,56
321308,CIBOLA GENERAL HOSPITAL,NM,Critical Access Hospitals,Average,74.59,75.5,0.91,1,52947,18.0,1.445,25.0,56
321309,MIMBRES VALLEY MEDICAL CENTER,NM,Critical Access Hospitals,Average,73.04,72.88,-0.16,0,52947,18.0,1.445,25.0,56
321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,NM,Critical Access Hospitals,Low Performer,71.18,68.88,-2.3,0,52947,18.0,1.445,25.0,56
321311,GILA REGIONAL MEDICAL CENTER,NM,Critical Access Hospitals,Low Performer,74.98,75.5,0.52,1,52947,18.0,1.445,25.0,56
321312,ALTA VISTA REGIONAL HOSPITAL,NM,Critical Access Hospitals,Average,73.08,72.88,-0.2,0,52947,18.0,1.445,62.0,56
321313,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,NM,Critical Access Hospitals,Average,73.35,72.88,-0.47,0,52947,18.0,1.445,69.0,56
324010,"BHC MESILLA VALLEY HOSPITAL, LLC",NM,Psychiatric,Average,72.51,72.88,0.37,1,52947,18.0,1.445,120.0,56
324012,"PEAK BEHAVIORAL HEALTH SERVICES, LLC",NM,Psychiatric,Average,72.63,72.88,0.25,1,52947,18.0,1.445,88.0,56
324013,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,NM,Psychiatric,Average,72.55,72.88,0.33,1,52947,18.0,1.445,48.0,56
324014,CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL,NM,Psychiatric,Average,72.45,72.88,0.43,1,52947,18.0,1.445,64.0,56
330005,KALEIDA HEALTH,NY,Acute Care Hospitals,Average,65.56,64.88,-0.68,0,74314,12.4,0.314,986.0,92
330006,ST JOSEPH'S MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,58.55,56.12,-2.43,0,74314,12.4,0.314,332.0,92
330009,BRONXCARE HOSPITAL CENTER,NY,Acute Care Hospitals,Low Performer,59.58,63.62,4.04,1,74314,12.4,0.314,579.0,92
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,Acute Care Hospitals,Average,67.41,64.25,-3.16,0,74314,12.4,0.314,267.0,92
330013,ALBANY MEDICAL CENTER HOSPITAL,NY,Acute Care Hospitals,Low Performer,60.02,59.75,-0.27,0,74314,12.4,0.314,732.0,92
330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,63.11,65.12,2.01,1,74314,12.4,0.314,424.0,92
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,Acute Care Hospitals,Low Performer,62.35,56.12,-6.23,0,74314,12.4,0.314,134.0,92
330023,VASSAR BROTHERS MEDICAL CENTER,NY,Acute Care Hospitals,Average,67.98,70.5,2.52,1,74314,12.4,0.314,365.0,92
330024,MOUNT SINAI HOSPITAL,NY,Acute Care Hospitals,High Performer,68.22,68.12,-0.1,0,74314,12.4,0.314,1171.0,92
330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,58.31,54.88,-3.43,0,74314,12.4,0.314,530.0,92
330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,59.13,57.88,-1.25,0,74314,12.4,0.314,473.0,92
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,Acute Care Hospitals,Low Performer,65.38,67.25,1.87,1,74314,12.4,0.314,120.0,92
330033,CHENANGO MEMORIAL HOSPITAL,NY,Acute Care Hospitals,Low Performer,72.08,73.62,1.54,1,74314,12.4,0.314,58.0,92
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,NY,Acute Care Hospitals,Average,67.37,68.38,1.01,1,74314,12.4,0.314,341.0,92
330044,WYNN HOSPITAL,NY,Acute Care Hospitals,Low Performer,61.99,62.0,0.01,1,74314,12.4,0.314,372.0,92
330045,NS/LIJ HS HUNTINGTON HOSPITAL,NY,Acute Care Hospitals,High Performer,71.48,71.38,-0.1,0,74314,12.4,0.314,408.0,92
330046,MOUNT SINAI WEST,NY,Acute Care Hospitals,High Performer,66.74,65.5,-1.24,0,74314,12.4,0.314,1028.0,92
330047,ST MARY'S HEALTHCARE,NY,Acute Care Hospitals,Average,67.3,66.88,-0.42,0,74314,12.4,0.314,149.0,92
330049,NORTHERN DUTCHESS HOSPITAL,NY,Acute Care Hospitals,High Performer,73.63,75.25,1.62,1,74314,12.4,0.314,68.0,92
330055,NEW YORK-PRESBYTERIAN/QUEENS,NY,Acute Care Hospitals,High Performer,70.81,67.38,-3.43,0,74314,12.4,0.314,535.0,92
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,NY,Acute Care Hospitals,Low Performer,63.36,63.62,0.26,1,74314,12.4,0.314,464.0,92
330057,ST PETER'S HOSPITAL,NY,Acute Care Hospitals,Low Performer,66.05,67.38,1.33,1,74314,12.4,0.314,482.0,92
330058,GENEVA GENERAL HOSPITAL,NY,Acute Care Hospitals,Low Performer,66.39,61.12,-5.27,0,74314,12.4,0.314,132.0,92
330059,MONTEFIORE MEDICAL CENTER,NY,Acute Care Hospitals,Average,67.36,67.12,-0.24,0,74314,12.4,0.314,1491.0,92
330060,"CARTHAGE AREA HOSPITAL, INC",NY,Acute Care Hospitals,Average,75.23,72.88,-2.35,0,74314,12.4,0.314,25.0,92
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,62.0,61.62,-0.38,0,74314,12.4,0.314,171.0,92
330073,UNITED MEMORIAL MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,65.44,65.12,-0.32,0,74314,12.4,0.314,166.0,92
330074,F F THOMPSON HOSPITAL,NY,Acute Care Hospitals,Low Performer,67.89,70.12,2.23,1,74314,12.4,0.314,113.0,92
330078,SISTERS OF CHARITY HOSPITAL,NY,Acute Care Hospitals,Average,66.46,67.5,1.04,1,74314,12.4,0.314,413.0,92
330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,NY,Acute Care Hospitals,High Performer,77.6,80.38,2.78,1,74314,12.4,0.314,95.0,92
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,Acute Care Hospitals,Low Performer,61.36,59.5,-1.86,0,74314,12.4,0.314,586.0,92
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,Acute Care Hospitals,Average,70.3,67.12,-3.18,0,74314,12.4,0.314,60.0,92
330086,MONTEFIORE MOUNT VERNON HOSPITAL,NY,Acute Care Hospitals,Average,68.33,67.12,-1.21,0,74314,12.4,0.314,245.0,92
330090,ARNOT OGDEN MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,66.96,66.62,-0.34,0,74314,12.4,0.314,266.0,92
330094,COLUMBIA MEMORIAL HOSPITAL,NY,Acute Care Hospitals,Low Performer,63.35,64.88,1.53,1,74314,12.4,0.314,124.0,92
330096,JONES MEMORIAL HOSPITAL,NY,Acute Care Hospitals,High Performer,72.31,71.25,-1.06,0,74314,12.4,0.314,49.0,92
33009F,ALBANY VA MEDICAL CENTER,NY,Acute Care - Veterans Administration,Low Performer,69.85,71.62,1.77,1,74314,12.4,0.314,975.0,92
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,NY,Acute Care Hospitals,Average,73.3,72.88,-0.42,0,74314,12.4,0.314,69.0,92
330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,Acute Care Hospitals,High Performer,71.05,70.12,-0.93,0,74314,12.4,0.314,2262.0,92
330102,KENMORE MERCY HOSPITAL,NY,Acute Care Hospitals,Average,71.27,73.0,1.73,1,74314,12.4,0.314,184.0,92
330103,OLEAN GENERAL HOSPITAL,NY,Acute Care Hospitals,Low Performer,57.34,57.12,-0.22,0,74314,12.4,0.314,186.0,92
330104,NYACK HOSPITAL,NY,Acute Care Hospitals,Low Performer,64.6,63.12,-1.48,0,74314,12.4,0.314,375.0,92
330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,Acute Care Hospitals,High Performer,70.02,70.25,0.23,1,74314,12.4,0.314,812.0,92
330107,PECONIC BAY MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,67.62,70.0,2.38,1,74314,12.4,0.314,122.0,92
330111,BERTRAND CHAFFEE HOSPITAL,NY,Acute Care Hospitals,Average,72.22,68.62,-3.6,0,74314,12.4,0.314,49.0,92
330115,ONEIDA HEALTH HOSPITAL,NY,Acute Care Hospitals,Low Performer,69.17,73.62,4.45,1,74314,12.4,0.314,101.0,92
330119,LENOX HILL HOSPITAL,NY,Acute Care Hospitals,High Performer,69.24,66.75,-2.49,0,74314,12.4,0.314,652.0,92
33011F,BATH VA MEDICAL CENTER,NY,Acute Care - Veterans Administration,Average,75.28,72.88,-2.4,0,74314,12.4,0.314,208.0,92
330125,ROCHESTER GENERAL HOSPITAL,NY,Acute Care Hospitals,Low Performer,63.91,62.75,-1.16,0,74314,12.4,0.314,528.0,92
330126,GARNET HEALTH MEDICAL CENTER,NY,Acute Care Hospitals,High Performer,67.54,66.88,-0.66,0,74314,12.4,0.314,450.0,92
330127,JACOBI MEDICAL CENTER,NY,Acute Care Hospitals,Low Performer,63.51,62.38,-1.13,0,74314,12.4,0.314,561.0,92
330128,ELMHURST HOSPITAL CENTER,NY,Acute Care Hospitals,Low Performer,62.56,61.62,-0.94,0,74314,12.4,0.314,545.0,92
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),NY,Acute Care - Veterans Administration,High Performer,71.45,70.12,-1.33,0,74314,12.4,0.314,899.0,92
330135,BON SECOURS COMMUNITY HOSPITAL,NY,Acute Care Hospitals,Low Performer,65.8,67.75,1.95,1,74314,12.4,0.314,141.0,92
330136,BASSETT HEALTHCARE,NY,Acute Care Hospitals,Low Performer,65.34,65.0,-0.34,0,74314,12.4,0.314,180.0,92
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,Acute Care Hospitals,Low Performer,68.49,70.75,2.26,1,74314,12.4,0.314,431.0,92
